StimmbezirkNr,Kommunalwahlkreis,Landtagswahlkreis,Bundestagswahlkreis,StadtbezirkNr,StadtbezirkName,StadtteilNr,StadtteilName,X,Y,Einwohner,AnteilAusländer,Wahlberechtigte,AnteilFrauen,18bis24Jahre,25bis34Jahre,35bis44Jahre,45bis59Jahre,Ab60Jahre,AnteilWahlberechtigte,Anteil18bis24Jahre,Anteil25bis34Jahre,Anteil35bis44Jahre,Anteil45bis59Jahre,AnteilAb60Jahre,Wahlberechtigte2009,Wahlbeteiligung2009,GueltigeZweitstimmen2009,Zweitstimmen_SPD_2009,Zweitstimmen_CDU_2009,Zweitstimmen_FDP_2009,Zweitstimmen_GRUENE_2009,Zweitstimmen_DIE_LINKE_2009,Zweitstimmen_Sonstige_2009,ZweitstimmenAnteil_SPD_2009,ZweitstimmenAnteil_CDU_2009,ZweitstimmenAnteil_GRUENE_2009,ZweitstimmenAnteil_FDP_2009,ZweitstimmenAnteil_DIE_LINKE_2009,ZweitstimmenAnteil_Sonstige_2009,GueltigeErststimmen2009,Erststimmen_SPD_2009,Erststimmen_CDU_2009,Erststimmen_FDP_2009,Erststimmen_GRUENE_2009,Erststimmen_DIE_LINKE_2009,Erststimmen_Sonstige_2009,ErststimmenAnteil_SPD_2009,ErststimmenAnteil_CDU_2009,ErststimmenAnteil_GRUENE_2009,ErststimmenAnteil_FDP_2009,ErststimmenAnteil_DIE_LINKE_2009,ErststimmenAnteil_Sonstige_2009
71103,10,17,93,7,Porz,711,Wahn,7.0829315932,50.8621908986,1369,15.1,841,50.9,80,149,149,269,194,61.43,9.51,17.72,17.72,31.99,23.07,745,71.4,526,146,157,92,63,38,30,27.76,29.85,11.98,17.49,7.22,5.70,527,192,197,49,46,34,9,36.43,37.38,8.73,9.30,6.45,1.71
71104,10,17,93,7,Porz,711,Wahn,7.0882991,50.8619055878,1215,15.7,763,54.1,79,116,135,229,204,62.80,10.35,15.20,17.69,30.01,26.74,755,68.1,508,144,126,77,68,66,27,28.35,24.80,13.39,15.16,12.99,5.31,510,180,162,46,54,56,12,35.29,31.76,10.59,9.02,10.98,2.35
71105,10,17,93,7,Porz,711,Wahn,7.0860561152,50.853820114,1007,5.3,776,52.1,56,96,111,241,272,77.06,7.22,12.37,14.30,31.06,35.05,739,76.0,559,130,211,102,45,40,31,23.26,37.75,8.05,18.25,7.16,5.55,558,170,245,63,38,33,9,30.47,43.91,6.81,11.29,5.91,1.61
71106,10,17,93,7,Porz,711,Wahn,7.0910421826,50.8515159485,822,7.2,655,49.3,70,80,73,206,226,79.68,10.69,12.21,11.15,31.45,34.50,634,72.1,452,112,141,104,33,36,26,24.78,31.19,7.30,23.01,7.96,5.75,452,136,188,58,27,32,11,30.09,41.59,5.97,12.83,7.08,2.43
71201,10,17,93,7,Porz,712,Lind,7.1121665875,50.8499580634,889,17.7,617,45.7,58,92,85,197,185,69.40,9.40,14.91,13.78,31.93,29.98,577,62.9,359,105,88,59,40,43,24,29.25,24.51,11.14,16.43,11.98,6.69,357,124,112,36,36,39,10,34.73,31.37,10.08,10.08,10.92,2.80
71202,10,17,93,7,Porz,712,Lind,7.1061198384,50.8527834114,895,9.7,679,52.1,43,89,91,217,239,75.87,6.33,13.11,13.40,31.96,35.20,693,73.2,505,139,159,79,46,56,26,27.52,31.49,9.11,15.64,11.09,5.15,502,175,191,47,36,46,7,34.86,38.05,7.17,9.36,9.16,1.39
71203,10,17,93,7,Porz,712,Lind,7.1007046764,50.8455099999,861,7.2,687,51.5,77,91,74,208,237,79.79,11.21,13.25,10.77,30.28,34.50,686,71.3,487,137,146,85,46,36,37,28.13,29.98,9.45,17.45,7.39,7.60,483,167,191,46,35,34,10,34.58,39.54,7.25,9.52,7.04,2.07
71204,10,17,93,7,Porz,712,Lind,7.1033165945,50.8506646701,739,6.9,595,48.7,40,89,78,171,217,80.51,6.72,14.96,13.11,28.74,36.47,623,71.6,444,130,136,72,40,39,27,29.28,30.63,9.01,16.22,8.78,6.08,441,152,167,43,30,34,15,34.47,37.87,6.80,9.75,7.71,3.40
71301,10,17,93,7,Porz,713,Libur,7.0757384566,50.8441390506,1084,4.3,808,49,78,110,164,272,184,74.54,9.65,13.61,20.30,33.66,22.77,795,76.0,602,131,225,113,69,30,34,21.76,37.38,11.46,18.77,4.98,5.65,600,173,285,52,52,28,10,28.83,47.50,8.67,8.67,4.67,1.67
71401,11,17,93,7,Porz,714,Zündorf,7.030410849,50.8610100326,1165,6.7,898,55,64,92,157,273,312,77.08,7.13,10.24,17.48,30.40,34.74,871,76.5,659,152,217,134,80,49,27,23.07,32.93,12.14,20.33,7.44,4.10,656,219,264,73,52,37,11,33.38,40.24,7.93,11.13,5.64,1.68
71402,11,17,93,7,Porz,714,Zündorf,7.0302498937,50.8595875172,930,5.4,750,52.7,64,72,91,225,298,80.65,8.53,9.60,12.13,30.00,39.73,775,77.8,597,137,199,110,80,49,22,22.95,33.33,13.40,18.43,8.21,3.69,596,180,253,52,66,43,2,30.20,42.45,11.07,8.72,7.21,0.34
71403,11,17,93,7,Porz,714,Zündorf,7.0410199378,50.8642953345,786,5.5,628,51.3,64,61,75,232,196,79.90,10.19,9.71,11.94,36.94,31.21,654,81.7,529,133,197,67,80,32,20,25.14,37.24,15.12,12.67,6.05,3.78,528,178,225,39,53,26,7,33.71,42.61,10.04,7.39,4.92,1.33
71404,11,17,93,7,Porz,714,Zündorf,7.0393671307,50.8606808773,881,5,686,50.3,45,57,97,229,258,77.87,6.56,8.31,14.14,33.38,37.61,708,79.5,561,146,197,106,65,27,20,26.02,35.12,11.59,18.89,4.81,3.57,561,189,237,56,50,24,5,33.69,42.25,8.91,9.98,4.28,0.89
71405,11,17,93,7,Porz,714,Zündorf,7.0392085586,50.8687602336,744,6.6,607,53.7,38,65,59,152,293,81.59,6.26,10.71,9.72,25.04,48.27,620,78.4,482,140,171,82,43,28,18,29.05,35.48,8.92,17.01,5.81,3.73,480,182,203,43,28,18,6,37.92,42.29,5.83,8.96,3.75,1.25
71406,11,17,93,7,Porz,714,Zündorf,7.0426060213,50.8670366984,934,8.4,699,52.9,59,71,121,211,237,74.84,8.44,10.16,17.31,30.19,33.91,691,78.3,537,127,169,99,72,39,31,23.65,31.47,13.41,18.44,7.26,5.77,535,177,226,43,45,30,14,33.08,42.24,8.41,8.04,5.61,2.62
71407,11,17,93,7,Porz,714,Zündorf,7.0543544284,50.8602561037,874,5.9,684,52.9,52,84,94,219,235,78.26,7.60,12.28,13.74,32.02,34.36,674,76.6,510,130,180,85,61,34,20,25.49,35.29,11.96,16.67,6.67,3.92,510,166,220,50,42,27,5,32.55,43.14,8.24,9.80,5.29,0.98
71408,11,17,93,7,Porz,714,Zündorf,7.0532398643,50.8658218109,812,5.2,658,51.5,50,57,77,196,278,81.03,7.60,8.66,11.70,29.79,42.25,657,73.5,482,121,190,83,42,25,21,25.10,39.42,8.71,17.22,5.19,4.36,482,145,223,49,32,24,9,30.08,46.27,6.64,10.17,4.98,1.87
71409,11,17,93,7,Porz,714,Zündorf,7.0497572692,50.8725787668,817,7.1,663,50.1,37,61,81,204,280,81.15,5.58,9.20,12.22,30.77,42.23,671,77.3,513,121,181,88,67,39,17,23.59,35.28,13.06,17.15,7.60,3.31,515,172,213,45,46,32,7,33.40,41.36,8.93,8.74,6.21,1.36
71410,11,17,93,7,Porz,714,Zündorf,7.0512188492,50.8696906941,799,11.6,595,56.1,38,82,98,177,200,74.47,6.39,13.78,16.47,29.75,33.61,618,71.7,437,126,125,75,58,35,18,28.83,28.60,13.27,17.16,8.01,4.12,436,155,159,44,43,31,4,35.55,36.47,9.86,10.09,7.11,0.92
71411,11,17,93,7,Porz,714,Zündorf,7.0544128969,50.8727979483,1169,12.2,847,50.3,68,84,99,242,354,72.46,8.03,9.92,11.69,28.57,41.79,877,79.5,690,191,210,96,97,59,37,27.68,30.43,14.06,13.91,8.55,5.36,688,245,273,44,63,52,11,35.61,39.68,9.16,6.40,7.56,1.60
71412,11,17,93,7,Porz,714,Zündorf,7.0561123375,50.875748097,2034,20.4,1241,54.3,145,163,170,322,441,61.01,11.68,13.13,13.70,25.95,35.54,1240,64.5,787,251,209,110,83,93,41,31.89,26.56,10.55,13.98,11.82,5.21,792,310,261,59,65,80,17,39.14,32.95,8.21,7.45,10.10,2.15
71501,11,17,93,7,Porz,715,Langel,7.0112503997,50.8445138816,778,3.3,624,50.2,69,60,86,199,210,80.21,11.06,9.62,13.78,31.89,33.65,592,79.1,463,116,159,84,47,36,21,25.05,34.34,10.15,18.14,7.78,4.54,460,146,196,38,32,35,13,31.74,42.61,6.96,8.26,7.61,2.83
71502,11,17,93,7,Porz,715,Langel,7.0076499242,50.8430011363,739,6.8,601,50.1,76,58,77,225,165,81.33,12.65,9.65,12.81,37.44,27.45,592,75.8,446,116,138,95,54,26,17,26.01,30.94,12.11,21.30,5.83,3.81,445,143,188,45,34,28,7,32.13,42.25,7.64,10.11,6.29,1.57
71503,11,17,93,7,Porz,715,Langel,7.0155997356,50.8539143127,905,5.1,713,51.5,70,78,96,241,228,78.78,9.82,10.94,13.46,33.80,31.98,678,80.5,544,144,168,103,66,34,29,26.47,30.88,12.13,18.93,6.25,5.33,540,185,214,51,53,29,8,34.26,39.63,9.81,9.44,5.37,1.48
71504,11,17,93,7,Porz,715,Langel,7.0103794551,50.8482138699,789,4.2,604,52.3,35,70,99,188,212,76.55,5.79,11.59,16.39,31.13,35.10,617,74.1,455,114,148,91,52,29,21,25.05,32.53,11.43,20.00,6.37,4.62,453,139,186,55,37,27,9,30.68,41.06,8.17,12.14,5.96,1.99
71601,8,17,93,7,Porz,716,Finkenberg,7.0611059062,50.8939136565,1678,41.7,768,52.5,84,70,86,171,357,45.77,10.94,9.11,11.20,22.27,46.48,800,66.1,520,158,182,53,43,62,22,30.38,35.00,8.27,10.19,11.92,4.23,514,188,206,33,31,46,10,36.58,40.08,6.03,6.42,8.95,1.95
71602,8,17,93,7,Porz,716,Finkenberg,7.0654156069,50.8947419514,2636,41.2,1185,52.8,133,159,160,317,416,44.95,11.22,13.42,13.50,26.75,35.11,1277,46.4,576,194,186,60,32,67,37,33.68,32.29,5.56,10.42,11.63,6.42,572,214,204,48,31,57,18,37.41,35.66,5.42,8.39,9.97,3.15
71603,8,17,93,7,Porz,716,Finkenberg,7.0626988071,50.8990882381,2304,32.8,1261,52.6,134,148,146,304,529,54.73,10.63,11.74,11.58,24.11,41.95,1255,54.7,674,214,198,88,56,88,30,31.75,29.38,8.31,13.06,13.06,4.45,674,250,247,55,40,74,8,37.09,36.65,5.93,8.16,10.98,1.19
80101,42,18,93,8,Kalk,801,Humboldt/Gremberg,6.9990658376,50.9333147702,1991,34.7,1124,46.6,179,325,168,227,225,56.45,15.93,28.91,14.95,20.20,20.02,1108,60.6,661,183,104,63,135,102,74,27.69,15.73,20.42,9.53,15.43,11.20,659,252,125,39,117,96,30,38.24,18.97,17.75,5.92,14.57,4.55
80102,42,18,93,8,Kalk,801,Humboldt/Gremberg,6.9940505399,50.9337955642,2757,32.5,1552,46.3,214,438,247,325,328,56.29,13.79,28.22,15.91,20.94,21.13,1512,58.0,866,231,163,84,170,140,78,26.67,18.82,19.63,9.70,16.17,9.01,863,312,183,65,134,145,24,36.15,21.21,15.53,7.53,16.80,2.78
80103,43,18,93,8,Kalk,801,Humboldt/Gremberg,6.9904757108,50.9294425026,1777,22,1147,54.8,94,156,135,278,484,64.55,8.20,13.60,11.77,24.24,42.20,1173,60.2,700,245,168,82,67,66,72,35.00,24.00,9.57,11.71,9.43,10.29,698,271,194,64,66,71,32,38.83,27.79,9.46,9.17,10.17,4.58
80104,43,18,93,8,Kalk,801,Humboldt/Gremberg,6.9961544451,50.9279053069,2687,34.8,1340,51.9,163,239,176,332,430,49.87,12.16,17.84,13.13,24.78,32.09,1310,56.9,737,293,150,74,77,98,45,39.76,20.35,10.45,10.04,13.30,6.11,735,329,173,57,55,101,20,44.76,23.54,7.48,7.76,13.74,2.72
80105,43,18,93,8,Kalk,801,Humboldt/Gremberg,6.9982860782,50.930754568,2021,29.2,1202,48.9,148,343,181,262,268,59.48,12.31,28.54,15.06,21.80,22.30,1180,53.7,624,202,121,60,107,75,59,32.37,19.39,17.15,9.62,12.02,9.46,625,259,145,45,86,74,16,41.44,23.20,13.76,7.20,11.84,2.56
80106,43,18,93,8,Kalk,801,Humboldt/Gremberg,7.0171653773,50.921741852,1828,24.3,1157,49.8,105,194,157,317,384,63.29,9.08,16.77,13.57,27.40,33.19,1147,57.4,655,208,166,84,68,85,44,31.76,25.34,10.38,12.82,12.98,6.72,655,260,184,61,52,87,11,39.69,28.09,7.94,9.31,13.28,1.68
80107,43,18,93,8,Kalk,801,Humboldt/Gremberg,7.0060681627,50.9300286343,2098,33.5,1118,52.7,123,183,174,301,337,53.29,11.00,16.37,15.56,26.92,30.14,1087,52.7,560,199,125,62,67,68,39,35.54,22.32,11.96,11.07,12.14,6.96,562,239,149,40,45,74,15,42.53,26.51,8.01,7.12,13.17,2.67
80201,42,18,93,8,Kalk,802,Kalk,6.9999422354,50.9458665139,2396,35.7,1284,50.5,164,327,151,320,322,53.59,12.77,25.47,11.76,24.92,25.08,1269,53.3,671,217,138,66,111,95,44,32.34,20.57,16.54,9.84,14.16,6.56,664,275,161,35,85,91,17,41.42,24.25,12.80,5.27,13.70,2.56
80202,42,18,93,8,Kalk,802,Kalk,7.0058613787,50.9433096204,2498,44.4,1145,45.1,168,269,189,281,238,45.84,14.67,23.49,16.51,24.54,20.79,1145,43.1,488,153,85,33,91,93,33,31.35,17.42,18.65,6.76,19.06,6.76,481,195,95,28,64,89,10,40.54,19.75,13.31,5.82,18.50,2.08
80203,42,18,93,8,Kalk,802,Kalk,7.0134285782,50.9446219439,2533,37.7,1213,46.2,182,248,201,352,230,47.89,15.00,20.45,16.57,29.02,18.96,1151,45.4,517,167,79,41,89,106,35,32.30,15.28,17.21,7.93,20.50,6.77,513,216,91,25,67,101,13,42.11,17.74,13.06,4.87,19.69,2.53
80204,42,18,93,8,Kalk,802,Kalk,7.0120162173,50.9353969926,2688,32.1,1489,55.5,171,320,254,302,442,55.39,11.48,21.49,17.06,20.28,29.68,1401,61.3,852,266,182,80,156,115,53,31.22,21.36,18.31,9.39,13.50,6.22,846,342,210,50,123,108,13,40.43,24.82,14.54,5.91,12.77,1.54
80205,42,18,93,8,Kalk,802,Kalk,7.0108979118,50.9408005427,2067,27.4,1336,50.9,160,390,181,299,306,64.63,11.98,29.19,13.55,22.38,22.90,1300,55.8,722,205,133,72,148,104,60,28.39,18.42,20.50,9.97,14.40,8.31,716,262,168,44,123,99,20,36.59,23.46,17.18,6.15,13.83,2.79
80206,42,18,93,8,Kalk,802,Kalk,7.0040496199,50.9390299858,2123,33.3,1246,48.7,166,381,165,234,300,58.69,13.32,30.58,13.24,18.78,24.08,1202,60.6,722,212,127,59,154,102,68,29.36,17.59,21.33,8.17,14.13,9.42,716,289,159,35,114,99,20,40.36,22.21,15.92,4.89,13.83,2.79
80207,42,18,93,8,Kalk,802,Kalk,7.0044280881,50.941387589,1996,33.2,1143,54,123,269,167,231,353,57.26,10.76,23.53,14.61,20.21,30.88,1108,58.2,640,193,126,53,105,114,49,30.16,19.69,16.41,8.28,17.81,7.66,636,237,143,37,102,100,17,37.26,22.48,16.04,5.82,15.72,2.67
80208,42,18,93,8,Kalk,802,Kalk,6.9984224283,50.9419932284,3432,44.3,1288,47.8,185,330,239,301,233,37.53,14.36,25.62,18.56,23.37,18.09,1133,48.8,521,170,88,52,99,78,34,32.63,16.89,19.00,9.98,14.97,6.53,544,226,104,31,76,83,24,41.54,19.12,13.97,5.70,15.26,4.41
80209,42,18,93,8,Kalk,802,Kalk,7.0006383216,50.9365011524,2650,32.3,1552,45.6,196,526,305,332,193,58.57,12.63,33.89,19.65,21.39,12.44,1123,60.1,671,200,105,65,154,88,59,29.81,15.65,22.95,9.69,13.11,8.79,667,266,124,44,136,85,12,39.88,18.59,20.39,6.60,12.74,1.80
80301,43,18,93,8,Kalk,803,Vingst,7.0203620587,50.9274916967,2684,26.4,1547,52.6,149,247,226,427,498,57.64,9.63,15.97,14.61,27.60,32.19,1573,54.5,851,321,190,73,90,122,55,37.72,22.33,10.58,8.58,14.34,6.46,846,388,204,51,66,107,30,45.86,24.11,7.80,6.03,12.65,3.55
80302,43,18,93,8,Kalk,803,Vingst,7.0186629319,50.9320169634,2349,35.3,1126,51.8,147,207,158,297,317,47.94,13.06,18.38,14.03,26.38,28.15,1142,53.1,600,203,135,61,60,102,39,33.83,22.50,10.00,10.17,17.00,6.50,596,250,145,44,53,88,16,41.95,24.33,8.89,7.38,14.77,2.68
80303,43,18,93,8,Kalk,803,Vingst,7.0247759244,50.9303049823,2349,29.8,1265,52.3,139,252,193,334,347,53.85,10.99,19.92,15.26,26.40,27.43,1144,58.6,663,225,152,90,80,84,32,33.94,22.93,12.07,13.57,12.67,4.83,660,247,203,56,58,80,16,37.42,30.76,8.79,8.48,12.12,2.42
80304,43,18,93,8,Kalk,803,Vingst,7.0285671446,50.9346375858,2982,27.4,1550,55.9,166,361,224,338,461,51.98,10.71,23.29,14.45,21.81,29.74,1154,45.0,516,183,106,45,50,97,35,35.47,20.54,9.69,8.72,18.80,6.78,509,231,122,30,27,80,19,45.38,23.97,5.30,5.89,15.72,3.73
80305,43,18,93,8,Kalk,803,Vingst,7.0214097407,50.9352687647,2502,33.8,1227,55.3,114,167,176,268,502,49.04,9.29,13.61,14.34,21.84,40.91,1240,45.8,564,207,121,49,70,89,28,36.70,21.45,12.41,8.69,15.78,4.96,561,242,138,32,51,81,17,43.14,24.60,9.09,5.70,14.44,3.03
80401,44,18,93,8,Kalk,804,Höhenberg,7.0187032889,50.9378399728,2471,52.5,886,51,114,191,120,241,220,35.86,12.87,21.56,13.54,27.20,24.83,938,40.9,374,135,62,36,55,65,21,36.10,16.58,14.71,9.63,17.38,5.61,375,164,76,20,49,57,9,43.73,20.27,13.07,5.33,15.20,2.40
80402,44,18,93,8,Kalk,804,Höhenberg,7.0234977358,50.9387578691,2139,30.3,1244,49.4,123,222,153,328,418,58.16,9.89,17.85,12.30,26.37,33.60,1233,50.9,624,227,125,57,68,94,53,36.38,20.03,10.90,9.13,15.06,8.49,619,278,145,39,59,78,20,44.91,23.42,9.53,6.30,12.60,3.23
80403,44,18,93,8,Kalk,804,Höhenberg,7.0191306193,50.9440979742,1813,27.6,1061,53,102,173,166,253,367,58.52,9.61,16.31,15.65,23.85,34.59,1043,59.1,606,239,115,76,68,73,35,39.44,18.98,11.22,12.54,12.05,5.78,600,270,149,43,61,65,12,45.00,24.83,10.17,7.17,10.83,2.00
80404,44,18,93,8,Kalk,804,Höhenberg,7.0237618407,50.9467138688,1955,24.9,1196,52.7,120,252,197,282,345,61.18,10.03,21.07,16.47,23.58,28.85,1075,54.3,577,212,127,42,68,81,47,36.74,22.01,11.79,7.28,14.04,8.15,575,239,141,35,67,72,21,41.57,24.52,11.65,6.09,12.52,3.65
80405,44,18,93,8,Kalk,804,Höhenberg,7.0245672069,50.9426998503,1581,17.7,1155,49.4,163,317,156,259,260,73.06,14.11,27.45,13.51,22.42,22.51,1144,59.7,675,212,135,83,96,93,56,31.41,20.00,14.22,12.30,13.78,8.30,669,270,160,64,87,73,15,40.36,23.92,13.00,9.57,10.91,2.24
80406,44,18,93,8,Kalk,804,Höhenberg,7.0327913535,50.9449021906,2265,29.1,1385,50.2,138,235,198,326,488,61.15,9.96,16.97,14.30,23.54,35.23,1365,60.8,823,281,183,96,97,113,53,34.14,22.24,11.79,11.66,13.73,6.44,816,329,226,52,80,103,26,40.32,27.70,9.80,6.37,12.62,3.19
80501,45,18,93,8,Kalk,805,Ostheim,7.042757591,50.9356294358,3048,31.5,1460,54.2,163,290,239,406,362,47.90,11.16,19.86,16.37,27.81,24.79,1201,45.0,531,194,99,50,47,91,50,36.53,18.64,8.85,9.42,17.14,9.42,531,229,126,26,31,85,34,43.13,23.73,5.84,4.90,16.01,6.40
80502,45,18,93,8,Kalk,805,Ostheim,7.0357066264,50.9334782318,2734,48.7,1036,47.5,112,158,159,262,345,37.89,10.81,15.25,15.35,25.29,33.30,1099,47.4,512,172,159,61,44,55,21,33.59,31.05,8.59,11.91,10.74,4.10,506,196,189,30,27,57,7,38.74,37.35,5.34,5.93,11.26,1.38
80503,45,18,93,8,Kalk,805,Ostheim,7.0355638481,50.9237363371,859,8.1,654,51.7,56,60,100,199,239,76.14,8.56,9.17,15.29,30.43,36.54,677,69.9,469,141,132,90,44,38,24,30.06,28.14,9.38,19.19,8.10,5.12,468,175,175,45,30,35,8,37.39,37.39,6.41,9.62,7.48,1.71
80504,45,18,93,8,Kalk,805,Ostheim,7.0369892476,50.9286142533,929,13.8,656,51.2,66,70,88,183,249,70.61,10.06,10.67,13.41,27.90,37.96,649,75.7,488,141,164,82,49,29,23,28.89,33.61,10.04,16.80,5.94,4.71,486,170,206,37,35,30,8,34.98,42.39,7.20,7.61,6.17,1.65
80505,45,18,93,8,Kalk,805,Ostheim,7.0434608014,50.9319827941,1552,15.9,1097,53.7,90,172,137,290,408,70.68,8.20,15.68,12.49,26.44,37.19,1080,64.0,684,226,187,88,80,60,43,33.04,27.34,11.70,12.87,8.77,6.29,683,272,226,52,61,53,19,39.82,33.09,8.93,7.61,7.76,2.78
80506,45,18,93,8,Kalk,805,Ostheim,7.0522683449,50.9252615079,1219,23.1,668,49,100,93,101,226,148,54.80,14.97,13.92,15.12,33.83,22.16,676,65.8,440,150,123,44,55,48,20,34.09,27.95,12.50,10.00,10.91,4.55,441,183,142,28,36,43,9,41.50,32.20,8.16,6.35,9.75,2.04
80507,45,18,93,8,Kalk,805,Ostheim,7.0483334732,50.9304648041,1255,31.4,671,54.8,97,110,92,174,198,53.47,14.46,16.39,13.71,25.93,29.51,672,62.5,413,118,119,54,44,58,20,28.57,28.81,10.65,13.08,14.04,4.84,413,158,131,36,31,54,3,38.26,31.72,7.51,8.72,13.08,0.73
80601,44,17,93,8,Kalk,806,Merheim,7.0514552097,50.9542383546,1280,6.9,973,52.3,97,142,162,265,307,76.02,9.97,14.59,16.65,27.24,31.55,975,77.2,742,203,234,124,100,51,30,27.36,31.54,13.48,16.71,6.87,4.04,742,254,278,66,80,50,14,34.23,37.47,10.78,8.89,6.74,1.89
80602,44,17,93,8,Kalk,806,Merheim,7.0499897523,50.9509633694,885,8,699,52.4,67,91,97,186,258,78.98,9.59,13.02,13.88,26.61,36.91,710,74.6,525,154,153,68,76,47,27,29.33,29.14,14.48,12.95,8.95,5.14,521,192,187,46,49,38,9,36.85,35.89,9.40,8.83,7.29,1.73
80603,44,17,93,8,Kalk,806,Merheim,7.0464894029,50.9446154955,1170,12.3,875,56.6,47,122,125,203,378,74.79,5.37,13.94,14.29,23.20,43.20,884,71.0,625,164,206,95,71,51,38,26.24,32.96,11.36,15.20,8.16,6.08,616,200,242,56,58,46,14,32.47,39.29,9.42,9.09,7.47,2.27
80604,44,17,93,8,Kalk,806,Merheim,7.0438208272,50.9475021531,1045,10.1,799,52.7,62,112,103,213,309,76.46,7.76,14.02,12.89,26.66,38.67,801,73.0,579,137,199,96,73,40,34,23.66,34.37,12.61,16.58,6.91,5.87,576,182,239,58,46,40,11,31.60,41.49,7.99,10.07,6.94,1.91
80605,44,17,93,8,Kalk,806,Merheim,7.0537861937,50.9397912157,3558,20.8,1827,49,208,372,481,496,270,51.35,11.38,20.36,26.33,27.15,14.78,1242,62.7,778,251,197,93,120,73,44,32.26,25.32,15.42,11.95,9.38,5.66,767,322,225,66,70,66,18,41.98,29.34,9.13,8.60,8.60,2.35
80606,44,17,93,8,Kalk,806,Merheim,7.0401110088,50.9399279252,1212,14.7,854,53.4,75,96,119,246,318,70.46,8.78,11.24,13.93,28.81,37.24,851,71.1,599,172,191,85,73,49,29,28.71,31.89,12.19,14.19,8.18,4.84,598,214,219,50,61,41,13,35.79,36.62,10.20,8.36,6.86,2.17
80607,44,17,93,8,Kalk,806,Merheim,7.0473138096,50.9405008962,1451,28.5,767,52,107,164,142,187,167,52.86,13.95,21.38,18.51,24.38,21.77,732,49.3,356,114,108,39,37,34,24,32.02,30.34,10.39,10.96,9.55,6.74,350,123,120,27,34,35,11,35.14,34.29,9.71,7.71,10.00,3.14
80701,41,17,93,8,Kalk,807,Brück,7.0948167679,50.946560285,808,6.6,652,51.7,40,87,129,195,201,80.69,6.13,13.34,19.79,29.91,30.83,620,76.0,469,122,138,91,60,44,14,26.01,29.42,12.79,19.40,9.38,2.99,465,154,190,34,49,32,6,33.12,40.86,10.54,7.31,6.88,1.29
80702,41,17,93,8,Kalk,807,Brück,7.0876309219,50.9525183988,900,4.6,702,52.4,69,69,92,228,244,78.00,9.83,9.83,13.11,32.48,34.76,678,85.8,579,144,176,113,79,45,22,24.87,30.40,13.64,19.52,7.77,3.80,574,184,239,47,62,39,3,32.06,41.64,10.80,8.19,6.79,0.52
80703,41,17,93,8,Kalk,807,Brück,7.0685700549,50.9512389178,1157,10.5,905,52.2,79,135,119,230,342,78.22,8.73,14.92,13.15,25.41,37.79,900,73.3,655,167,195,116,102,48,27,25.50,29.77,15.57,17.71,7.33,4.12,648,214,253,57,79,40,5,33.02,39.04,12.19,8.80,6.17,0.77
80704,41,17,93,8,Kalk,807,Brück,7.0666700126,50.9424910297,1672,11.8,1227,53.9,92,121,160,380,474,73.39,7.50,9.86,13.04,30.97,38.63,1233,72.7,887,235,253,123,136,82,58,26.49,28.52,15.33,13.87,9.24,6.54,880,316,314,68,86,72,24,35.91,35.68,9.77,7.73,8.18,2.73
80705,41,17,93,8,Kalk,807,Brück,7.0690774145,50.9434558897,865,3.6,685,51.2,50,81,110,215,229,79.19,7.30,11.82,16.06,31.39,33.43,663,79.5,521,133,202,74,78,23,11,25.53,38.77,14.97,14.20,4.41,2.11,517,163,231,41,62,17,3,31.53,44.68,11.99,7.93,3.29,0.58
80706,41,17,93,8,Kalk,807,Brück,7.0711955937,50.9457758602,812,9.4,643,59.4,44,69,76,137,317,79.19,6.84,10.73,11.82,21.31,49.30,650,65.4,423,113,152,56,55,34,13,26.71,35.93,13.00,13.24,8.04,3.07,422,134,177,35,45,29,2,31.75,41.94,10.66,8.29,6.87,0.47
80707,41,17,93,8,Kalk,807,Brück,7.0752875288,50.9379806371,1283,6.9,924,53.7,62,71,191,261,339,72.02,6.71,7.68,20.67,28.25,36.69,844,77.1,644,147,241,100,88,43,25,22.83,37.42,13.66,15.53,6.68,3.88,644,185,280,68,66,41,4,28.73,43.48,10.25,10.56,6.37,0.62
80708,41,17,93,8,Kalk,807,Brück,7.0823237029,50.9406238277,746,1.7,597,53.8,49,45,70,169,264,80.03,8.21,7.54,11.73,28.31,44.22,629,86.8,532,125,202,90,77,28,10,23.50,37.97,14.47,16.92,5.26,1.88,542,175,255,42,47,20,3,32.29,47.05,8.67,7.75,3.69,0.55
80709,41,17,93,8,Kalk,807,Brück,7.0924864658,50.9388092344,821,4.9,629,53.1,64,49,62,211,243,76.61,10.17,7.79,9.86,33.55,38.63,650,76.0,491,112,163,94,70,34,18,22.81,33.20,14.26,19.14,6.92,3.67,491,154,206,54,54,21,2,31.36,41.96,11.00,11.00,4.28,0.41
80710,41,17,93,8,Kalk,807,Brück,7.0859453283,50.945398377,876,7.3,699,52.6,42,125,118,195,219,79.79,6.01,17.88,16.88,27.90,31.33,658,74.6,489,135,163,87,60,27,17,27.61,33.33,12.27,17.79,5.52,3.48,488,164,206,50,47,17,4,33.61,42.21,9.63,10.25,3.48,0.82
